task,queue,env_name,exp_name,sensor_bundle,seed,rollout_idx,step,time_s,force_target,finger_force_sum,effective_force,f_thumb,f_index,success_per_step,reward,env_code_commit
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,12,0.6,4.276002,9.475788,9.475788,5.589445,3.886344,0,0.043454,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,13,0.65,4.276002,7.428457,7.428457,5.568794,1.859664,0,0.106366,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,14,0.7,4.276002,5.956666,5.956666,4.068559,1.888107,0,0.210271,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,15,0.75,4.276002,5.268246,5.268246,3.302895,1.965351,0,0.256173,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,16,0.8,4.276002,4.837768,4.837768,2.810616,2.027152,0,0.275656,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,17,0.85,4.276002,4.55174,4.55174,2.450746,2.100995,0,0.283055,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,18,0.9,4.276002,4.741483,4.741483,2.228845,2.512638,0,0.278743,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,19,0.95,4.276002,3.909584,3.909584,2.125998,1.783586,0,0.281286,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,20,1.0,4.276002,4.704492,4.704492,2.057485,2.647007,0,0.279755,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,21,1.05,4.276002,4.654738,4.654738,2.00488,2.649858,0,0.280984,3682863
