queue,env_name,exp_name,sensor_bundle,seed,run_idx,result,num_timesteps,num_envs,batch_size,num_minibatches,num_updates_per_batch,unroll_length,learning_rate,entropy_cost,discounting,reward_scaling,max_grad_norm,episode_length,action_repeat,num_evals,num_resets_per_eval,training_metrics_steps,ctrl_dt,sim_dt,ema_alpha
pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-214305-cubepinch_sb_forcemagnitude_s2,force.magnitude,2,10,ok,300000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,10000000,0.05,0.01,0.15
pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-215428-cubepinch_sb_forcemagnitude_s3,force.magnitude,3,11,ok,300000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,10000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260624-142357,TesolloCubePinch,TesolloCubePinch-20260624-142406-cubepinch_sb_baseline_s6,baseline,6,0,ok,500000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,20000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260624-142357,TesolloCubePinch,TesolloCubePinch-20260624-144106-cubepinch_sb_baseline_s7,baseline,7,1,ok,500000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,20000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260624-142357,TesolloCubePinch,TesolloCubePinch-20260624-145808-cubepinch_sb_baseline_s8,baseline,8,2,ok,500000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,20000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260624-142357,TesolloCubePinch,TesolloCubePinch-20260624-151458-cubepinch_sb_baseline_s4,baseline,4,3,ok,500000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,20000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260624-142357,TesolloCubePinch,TesolloCubePinch-20260624-153202-cubepinch_sb_baseline_s5,baseline,5,4,ok,500000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,20000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260624-142357,TesolloCubePinch,TesolloCubePinch-20260624-154905-cubepinch_sb_propriotarget_s6,proprio.target,6,5,ok,500000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,20000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260624-142357,TesolloCubePinch,TesolloCubePinch-20260624-160603-cubepinch_sb_propriotarget_s7,proprio.target,7,6,ok,500000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,20000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260624-142357,TesolloCubePinch,TesolloCubePinch-20260624-162306-cubepinch_sb_propriotarget_s8,proprio.target,8,7,ok,500000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,20000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260624-142357,TesolloCubePinch,TesolloCubePinch-20260624-164003-cubepinch_sb_propriotarget_s4,proprio.target,4,8,ok,500000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,20000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260624-142357,TesolloCubePinch,TesolloCubePinch-20260624-165709-cubepinch_sb_propriotarget_s5,proprio.target,5,9,ok,500000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,20000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260624-142357,TesolloCubePinch,TesolloCubePinch-20260624-171403-cubepinch_sb_forcemagnitude_s6,force.magnitude,6,10,ok,500000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,20000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260624-142357,TesolloCubePinch,TesolloCubePinch-20260624-173106-cubepinch_sb_forcemagnitude_s7,force.magnitude,7,11,failed,500000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,20000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260624-142357,TesolloCubePinch,TesolloCubePinch-20260624-173716-cubepinch_sb_forcemagnitude_s8,force.magnitude,8,12,ok,500000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,20000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260624-142357,TesolloCubePinch,TesolloCubePinch-20260624-175411-cubepinch_sb_forcemagnitude_s4,force.magnitude,4,13,ok,500000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,20000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260624-142357,TesolloCubePinch,TesolloCubePinch-20260624-181110-cubepinch_sb_forcemagnitude_s5,force.magnitude,5,14,ok,500000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,20000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260624-142357,TesolloCubePinch,TesolloCubePinch-20260624-182805-cubepinch_sb_propriodelta_s6,proprio.delta,6,15,ok,500000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,20000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260624-142357,TesolloCubePinch,TesolloCubePinch-20260624-184508-cubepinch_sb_propriodelta_s7,proprio.delta,7,16,ok,500000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,20000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260624-142357,TesolloCubePinch,TesolloCubePinch-20260624-190210-cubepinch_sb_propriodelta_s8,proprio.delta,8,17,ok,500000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,20000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260624-142357,TesolloCubePinch,TesolloCubePinch-20260624-191904-cubepinch_sb_propriodelta_s4,proprio.delta,4,18,ok,500000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,20000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260624-142357,TesolloCubePinch,TesolloCubePinch-20260624-193607-cubepinch_sb_propriodelta_s5,proprio.delta,5,19,ok,500000000,8192,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,20000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260623-133237,TesolloCubePinch,TesolloCubePinch-20260623-133246-cubepinch_sb_none_s1,none,1,0,ok,300000000,4096,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,10000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260623-133237,TesolloCubePinch,TesolloCubePinch-20260623-134636-cubepinch_sb_none_s2,none,2,1,ok,300000000,4096,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,10000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260623-133237,TesolloCubePinch,TesolloCubePinch-20260623-140037-cubepinch_sb_none_s3,none,3,2,ok,300000000,4096,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,10000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260623-133237,TesolloCubePinch,TesolloCubePinch-20260623-141420-cubepinch_sb_baseline_s1,baseline,1,3,ok,300000000,4096,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,10000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260623-133237,TesolloCubePinch,TesolloCubePinch-20260623-142829-cubepinch_sb_baseline_s2,baseline,2,4,ok,300000000,4096,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,10000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260623-133237,TesolloCubePinch,TesolloCubePinch-20260623-144235-cubepinch_sb_baseline_s3,baseline,3,5,ok,300000000,4096,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,10000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260623-133237,TesolloCubePinch,TesolloCubePinch-20260623-145638-cubepinch_sb_propriotarget_s1,proprio.target,1,6,ok,300000000,4096,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,10000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260623-133237,TesolloCubePinch,TesolloCubePinch-20260623-151052-cubepinch_sb_propriotarget_s2,proprio.target,2,7,ok,300000000,4096,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,10000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260623-133237,TesolloCubePinch,TesolloCubePinch-20260623-152507-cubepinch_sb_propriotarget_s3,proprio.target,3,8,ok,300000000,4096,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,10000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260623-133237,TesolloCubePinch,TesolloCubePinch-20260623-153920-cubepinch_sb_forcemagnitude_s1,force.magnitude,1,9,ok,300000000,4096,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,10000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260623-133237,TesolloCubePinch,TesolloCubePinch-20260623-155328-cubepinch_sb_forcemagnitude_s2,force.magnitude,2,10,ok,300000000,4096,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,10000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260623-133237,TesolloCubePinch,TesolloCubePinch-20260623-160743-cubepinch_sb_forcemagnitude_s3,force.magnitude,3,11,ok,300000000,4096,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,10000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260623-133237,TesolloCubePinch,TesolloCubePinch-20260623-162151-cubepinch_sb_propriodelta_s1,proprio.delta,1,12,ok,300000000,4096,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,10000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260623-133237,TesolloCubePinch,TesolloCubePinch-20260623-163605-cubepinch_sb_propriodelta_s2,proprio.delta,2,13,ok,300000000,4096,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,10000000,0.05,0.01,0.15
pinch_sweep_size_rand_sinusoid-20260623-133237,TesolloCubePinch,TesolloCubePinch-20260623-165024-cubepinch_sb_propriodelta_s3,proprio.delta,3,14,ok,300000000,4096,256,64,4,40,0.0001,0.01,0.995,1.0,1.0,80,1,10,1,10000000,0.05,0.01,0.15
downwards_sensor_sweep_120-20260625-124815,TesolloDownwardsRotateZ,TesolloDownwardsRotateZ-20260625-124824-downwardsrotatez_sb_forcemagnitude_s0,force.magnitude,0,0,ok,1000000000,8192,256,64,4,40,0.0001,0.005,0.99,1.0,,120,1,20,0,20000000,0.05,0.01,0.2
downwards_sensor_sweep_120-20260625-124815,TesolloDownwardsRotateZ,TesolloDownwardsRotateZ-20260625-143857-downwardsrotatez_sb_forcemagnitude_s1,force.magnitude,1,1,ok,1000000000,8192,256,64,4,40,0.0001,0.005,0.99,1.0,,120,1,20,0,20000000,0.05,0.01,0.2
downwards_sensor_sweep_120-20260625-124815,TesolloDownwardsRotateZ,TesolloDownwardsRotateZ-20260625-162937-downwardsrotatez_sb_forcemagnitude_s2,force.magnitude,2,2,ok,1000000000,8192,256,64,4,40,0.0001,0.005,0.99,1.0,,120,1,20,0,20000000,0.05,0.01,0.2
downwards_sensor_sweep_120-20260625-124815,TesolloDownwardsRotateZ,TesolloDownwardsRotateZ-20260625-182059-downwardsrotatez_sb_baseline_s0,baseline,0,3,ok,1000000000,8192,256,64,4,40,0.0001,0.005,0.99,1.0,,120,1,20,0,20000000,0.05,0.01,0.2
downwards_sensor_sweep_120-20260625-124815,TesolloDownwardsRotateZ,TesolloDownwardsRotateZ-20260625-201219-downwardsrotatez_sb_baseline_s1,baseline,1,4,ok,1000000000,8192,256,64,4,40,0.0001,0.005,0.99,1.0,,120,1,20,0,20000000,0.05,0.01,0.2
downwards_sensor_sweep_120-20260625-124815,TesolloDownwardsRotateZ,TesolloDownwardsRotateZ-20260625-220243-downwardsrotatez_sb_baseline_s2,baseline,2,5,ok,1000000000,8192,256,64,4,40,0.0001,0.005,0.99,1.0,,120,1,20,0,20000000,0.05,0.01,0.2
downwards_sensor_sweep_120-20260625-124815,TesolloDownwardsRotateZ,TesolloDownwardsRotateZ-20260625-235407-downwardsrotatez_sb_propriodelta_s0,proprio.delta,0,6,ok,1000000000,8192,256,64,4,40,0.0001,0.005,0.99,1.0,,120,1,20,0,20000000,0.05,0.01,0.2
downwards_sensor_sweep_120-20260625-124815,TesolloDownwardsRotateZ,TesolloDownwardsRotateZ-20260626-014823-downwardsrotatez_sb_propriodelta_s1,proprio.delta,1,7,ok,1000000000,8192,256,64,4,40,0.0001,0.005,0.99,1.0,,120,1,20,0,20000000,0.05,0.01,0.2
downwards_sensor_sweep_120-20260625-124815,TesolloDownwardsRotateZ,TesolloDownwardsRotateZ-20260626-033945-downwardsrotatez_sb_propriodelta_s2,proprio.delta,2,8,ok,1000000000,8192,256,64,4,40,0.0001,0.005,0.99,1.0,,120,1,20,0,20000000,0.05,0.01,0.2
downwards_sensor_sweep_120-20260625-124815,TesolloDownwardsRotateZ,TesolloDownwardsRotateZ-20260626-053300-downwardsrotatez_sb_propriotarget_s0,proprio.target,0,9,ok,1000000000,8192,256,64,4,40,0.0001,0.005,0.99,1.0,,120,1,20,0,20000000,0.05,0.01,0.2
downwards_sensor_sweep_120-20260625-124815,TesolloDownwardsRotateZ,TesolloDownwardsRotateZ-20260626-072314-downwardsrotatez_sb_propriotarget_s1,proprio.target,1,10,ok,1000000000,8192,256,64,4,40,0.0001,0.005,0.99,1.0,,120,1,20,0,20000000,0.05,0.01,0.2
downwards_sensor_sweep_120-20260625-124815,TesolloDownwardsRotateZ,TesolloDownwardsRotateZ-20260626-091328-downwardsrotatez_sb_propriotarget_s2,proprio.target,2,11,ok,1000000000,8192,256,64,4,40,0.0001,0.005,0.99,1.0,,120,1,20,0,20000000,0.05,0.01,0.2
